bootstrap,AFL_f1_12lead,AFL_f1_II_V1,delta
373,0.8907563025210085,0.8888888888888888,-0.0018674136321196189
374,0.8966666666666666,0.9029982363315696,0.006331569664903003
375,0.9111111111111111,0.9169435215946844,0.005832410483573303
376,0.8819444444444444,0.8937728937728938,0.011828449328449397
377,0.8859504132231405,0.9046793760831889,0.018728962860048437
378,0.89,0.8732394366197183,-0.016760563380281757
379,0.8959731543624161,0.8846153846153846,-0.01135776974703151
380,0.8771331058020477,0.8709677419354839,-0.0061653638665638555
381,0.9102773246329527,0.8988391376451078,-0.011438186987844934
382,0.9051580698835274,0.9106830122591943,0.005524942375666919
383,0.9042904290429042,0.8923611111111112,-0.011929317931793082
384,0.8788927335640139,0.8687943262411347,-0.010098407322879144
385,0.8924558587479936,0.9028960817717206,0.010440223023727047
386,0.8806451612903226,0.8974789915966387,0.016833830306316133
387,0.8964285714285715,0.9014598540145985,0.0050312825860270305
388,0.8732876712328768,0.8974358974358975,0.024148226203020706
389,0.89937106918239,0.883495145631068,-0.015875923551321947
390,0.8878048780487805,0.8930390492359932,0.0052341711872126995
391,0.8866666666666667,0.8904347826086957,0.003768115942028971
392,0.8881889763779528,0.909688013136289,0.0214990367583362
393,0.8938906752411575,0.9129720853858785,0.01908141014472098
394,0.8877721943048577,0.9103690685413005,0.022596874236442854
395,0.8802588996763754,0.9206349206349206,0.0403760209585452
396,0.8787878787878788,0.8909090909090909,0.012121212121212088
397,0.8652931854199684,0.8912280701754386,0.025934884755470233
398,0.89419795221843,0.9178571428571428,0.0236591906387128
399,0.8637873754152824,0.8897058823529411,0.025918506937658736
400,0.9025641025641026,0.9113043478260869,0.008740245261984358
401,0.9063032367972743,0.9065255731922398,0.0002223363949654944
402,0.8911222780569514,0.8884955752212389,-0.0026267028357125355
403,0.8794567062818336,0.9045936395759717,0.02513693329413813
404,0.8844884488448845,0.8916083916083916,0.007119942763507026
405,0.8925619834710744,0.9204152249134948,0.027853241442420407
406,0.8842832469775475,0.8884758364312267,0.004192589453679285
407,0.8760330578512396,0.9078014184397163,0.03176836058847665
408,0.8885400313971743,0.8996655518394648,0.011125520442290537
409,0.8912280701754386,0.8807339449541285,-0.010494125221310102
410,0.8903654485049833,0.9176882661996497,0.02732281769466638
411,0.9006211180124224,0.9016393442622951,0.001018226249872689
412,0.8877721943048577,0.8960573476702509,0.00828515336539326
413,0.8445945945945946,0.879245283018868,0.034650688424273324
414,0.858085808580858,0.8823529411764706,0.02426713259561253
415,0.8998302207130731,0.9078014184397163,0.007971197726643231
416,0.898360655737705,0.8939130434782608,-0.0044476122594441225
417,0.8833333333333333,0.8857644991212654,0.0024311657879321213
418,0.8803986710963455,0.9097222222222222,0.0293235511258767
419,0.8907014681892332,0.8984509466437177,0.007749478454484482
420,0.88379705400982,0.9,0.016202945990180018
421,0.8947368421052632,0.903448275862069,0.008711433756805831
422,0.8929159802306426,0.9043478260869565,0.01143184585631396
423,0.8841761827079935,0.9168081494057725,0.032631966697779013
424,0.8945686900958466,0.9198036006546645,0.02523491055881788
425,0.8805237315875614,0.8989547038327527,0.0184309722451913
426,0.9030206677265501,0.912106135986733,0.00908546826018286
427,0.8974358974358975,0.9,0.002564102564102555
428,0.9020866773675762,0.9194630872483222,0.017376409880745958
429,0.8838821490467937,0.8880866425992779,0.004204493552484201
430,0.8969072164948454,0.8992805755395683,0.0023733590447229114
431,0.896551724137931,0.8972602739726028,0.0007085498346717234
432,0.8914473684210527,0.9056603773584906,0.014213008937437932
433,0.8922056384742952,0.8822495606326889,-0.009956077841606348
434,0.8903654485049833,0.9017543859649123,0.011388937459928972
435,0.890282131661442,0.9049180327868852,0.014635901125443218
436,0.8810289389067524,0.8918918918918919,0.010862952985139507
437,0.8811881188118812,0.8822495606326889,0.0010614418208076959
438,0.9029126213592233,0.9006849315068494,-0.002227689852373982
439,0.8885135135135135,0.8888888888888888,0.00037537537537535304
440,0.904320987654321,0.9297124600638977,0.025391472409576732
441,0.8931034482758621,0.8961748633879781,0.0030714151121160604
442,0.8934707903780069,0.9023941068139963,0.008923316435989426
443,0.8630849220103987,0.8795620437956204,0.01647712178522176
444,0.9161290322580645,0.9179229480737019,0.0017939158156373702
445,0.8773747841105354,0.8825622775800712,0.005187493469535842
446,0.9058441558441559,0.9193825042881647,0.013538348444008808
447,0.8642384105960265,0.8955752212389381,0.031336810642911606
