threshold,accuracy,macro_precision,macro_recall,macro_f1,afl_precision,afl_recall,afl_f1
0.01,0.5847067557535264,0.6342273773573023,0.68686079485929,0.5689418077399226,0.3372359378968256,0.872859025027188,0.48650632973951946
0.02,0.7144766146993319,0.6710743923547757,0.7372291558198187,0.6710129350863924,0.4268689057406036,0.778656126477084,0.5514345650523114
0.05,0.7890126206384558,0.7048692994960779,0.7274231173370298,0.7141900298138022,0.5273856578174626,0.6152832674531273,0.567953780371222
0.1,0.8405345211581292,0.8227689741390103,0.6808090152193804,0.7142838023238041,0.7999999999891891,0.3899868247668644,0.5243578343843327
0.15,0.8200445434298441,0.8640623341200486,0.6082638016016162,0.6267028501706169,0.9135135134888239,0.22266139657297326,0.3580508443024634
0.2,0.7976243504083148,0.8565586960752389,0.5545571220858624,0.5419076305039412,0.9189189188692476,0.11198945981480904,0.19964767862474742
0.3,0.7826280623608017,0.8336298359665846,0.5196548832060581,0.47743702800221505,0.8857142855877552,0.04084321475598918,0.07808564147364681
