model,fpr,tpr,threshold,curve,model_key,display_model,precision,recall
Ours,,,0.0006003893,PR,ours_full,Ours,0.2809288943690916,0.9005270092226614
Ours,,,0.0006005252,PR,ours_full,Ours,0.2809866392600205,0.9005270092226614
Ours,,,0.00060059415,PR,ours_full,Ours,0.2810444078947368,0.9005270092226614
Ours,,,0.00060070644,PR,ours_full,Ours,0.2811022002878881,0.9005270092226614
Ours,,,0.0006010093,PR,ours_full,Ours,0.2811600164541341,0.9005270092226614
Ours,,,0.0006010707,PR,ours_full,Ours,0.2812178564081464,0.9005270092226614
Ours,,,0.0006011996,PR,ours_full,Ours,0.281275720164609,0.9005270092226614
Ours,,,0.00060124503,PR,ours_full,Ours,0.2813336077382177,0.9005270092226614
Ours,,,0.0006014156,PR,ours_full,Ours,0.2813915191436805,0.9005270092226614
Ours,,,0.0006015575,PR,ours_full,Ours,0.2814494543957175,0.9005270092226614
Ours,,,0.00060235267,PR,ours_full,Ours,0.2815074135090609,0.9005270092226614
Ours,,,0.0006027711,PR,ours_full,Ours,0.2815653964984552,0.9005270092226614
Ours,,,0.0006029549,PR,ours_full,Ours,0.2816234033786567,0.9005270092226614
Ours,,,0.0006030693,PR,ours_full,Ours,0.2816814341644343,0.9005270092226614
Ours,,,0.0006031342,PR,ours_full,Ours,0.2817394888705688,0.9005270092226614
Ours,,,0.0006032605,PR,ours_full,Ours,0.2817975675118532,0.9005270092226614
Ours,,,0.0006034968,PR,ours_full,Ours,0.2818556701030927,0.9005270092226614
Ours,,,0.0006035411,PR,ours_full,Ours,0.281913796659105,0.9005270092226614
Ours,,,0.0006036533,PR,ours_full,Ours,0.2819719471947194,0.9005270092226614
Ours,,,0.0006039039,PR,ours_full,Ours,0.2820301217247782,0.9005270092226614
Ours,,,0.000604045,PR,ours_full,Ours,0.2820883202641354,0.9005270092226614
Ours,,,0.0006041526,PR,ours_full,Ours,0.2821465428276574,0.9005270092226614
Ours,,,0.00060416525,PR,ours_full,Ours,0.282204789430223,0.9005270092226614
Ours,,,0.0006041762,PR,ours_full,Ours,0.2822630600867231,0.9005270092226614
Ours,,,0.00060439337,PR,ours_full,Ours,0.2823213548120611,0.9005270092226614
Ours,,,0.00060453685,PR,ours_full,Ours,0.2823796736211526,0.9005270092226614
Ours,,,0.0006045394,PR,ours_full,Ours,0.2824380165289256,0.9005270092226614
Ours,,,0.0006051075,PR,ours_full,Ours,0.2824963835503203,0.9005270092226614
Ours,,,0.0006051277,PR,ours_full,Ours,0.2825547747002894,0.9005270092226614
Ours,,,0.00060520065,PR,ours_full,Ours,0.2826131899937978,0.9005270092226614
Ours,,,0.00060524885,PR,ours_full,Ours,0.2826716294458229,0.9005270092226614
Ours,,,0.00060526904,PR,ours_full,Ours,0.2827300930713547,0.9005270092226614
Ours,,,0.00060530705,PR,ours_full,Ours,0.2827885808853951,0.9005270092226614
Ours,,,0.0006053712,PR,ours_full,Ours,0.2828470929029588,0.9005270092226614
Ours,,,0.00060573535,PR,ours_full,Ours,0.2829056291390728,0.9005270092226614
Ours,,,0.00060623256,PR,ours_full,Ours,0.2829641896087767,0.9005270092226614
Ours,,,0.0006066574,PR,ours_full,Ours,0.2830227743271221,0.9005270092226614
Ours,,,0.00060682965,PR,ours_full,Ours,0.2830813833091737,0.9005270092226614
Ours,,,0.0006068369,PR,ours_full,Ours,0.2831400165700083,0.9005270092226614
Ours,,,0.00060693297,PR,ours_full,Ours,0.2829915061114564,0.8998682476943346
Ours,,,0.00060701655,PR,ours_full,Ours,0.2830501450476585,0.8998682476943346
Ours,,,0.00060729176,PR,ours_full,Ours,0.2831088082901554,0.8998682476943346
Ours,,,0.0006074483,PR,ours_full,Ours,0.283167495854063,0.8998682476943346
Ours,,,0.0006081936,PR,ours_full,Ours,0.2832262077545096,0.8998682476943346
Ours,,,0.0006083325,PR,ours_full,Ours,0.2832849440066362,0.8998682476943346
Ours,,,0.0006083498,PR,ours_full,Ours,0.2833437046255963,0.8998682476943346
Ours,,,0.00060886546,PR,ours_full,Ours,0.283402489626556,0.8998682476943346
Ours,,,0.00060886756,PR,ours_full,Ours,0.2834612990246939,0.8998682476943346
Ours,,,0.0006090266,PR,ours_full,Ours,0.2835201328352013,0.8998682476943346
Ours,,,0.00060916506,PR,ours_full,Ours,0.2835789910732821,0.8998682476943346
Ours,,,0.00060969644,PR,ours_full,Ours,0.2836967808930425,0.8998682476943346
Ours,,,0.0006097357,PR,ours_full,Ours,0.2837557125051932,0.8998682476943346
Ours,,,0.00061043666,PR,ours_full,Ours,0.2838146686058591,0.8998682476943346
Ours,,,0.0006108071,PR,ours_full,Ours,0.2838736492103075,0.8998682476943346
Ours,,,0.0006108354,PR,ours_full,Ours,0.2839326543338183,0.8998682476943346
Ours,,,0.0009113551,PR,ours_full,Ours,0.283991683991684,0.8998682476943346
Ours,,,0.00091155956,PR,ours_full,Ours,0.2840507381992098,0.8998682476943346
Ours,,,0.0009116981,PR,ours_full,Ours,0.2841098169717138,0.8998682476943346
Ours,,,0.000912057,PR,ours_full,Ours,0.2841689203245267,0.8998682476943346
Ours,,,0.0009121091,PR,ours_full,Ours,0.2842280482729921,0.8998682476943346
Ours,,,0.0009122143,PR,ours_full,Ours,0.2840790842872008,0.8992094861660079
Ours,,,0.00091242243,PR,ours_full,Ours,0.2841382181515404,0.8992094861660079
Ours,,,0.00091247255,PR,ours_full,Ours,0.2841973766396002,0.8992094861660079
Ours,,,0.00091259944,PR,ours_full,Ours,0.2842565597667638,0.8992094861660079
Ours,,,0.00091442245,PR,ours_full,Ours,0.2843157675484274,0.8992094861660079
Ours,,,0.0009146703,PR,ours_full,Ours,0.284375,0.8992094861660079
Ours,,,0.00091475487,PR,ours_full,Ours,0.2842258803917483,0.8985507246376812
Ours,,,0.000916164,PR,ours_full,Ours,0.2842851187994998,0.8985507246376812
Ours,,,0.0009164547,PR,ours_full,Ours,0.2843443819053575,0.8985507246376812
Ours,,,0.00091676746,PR,ours_full,Ours,0.2844036697247706,0.8985507246376812
Ours,,,0.0009172528,PR,ours_full,Ours,0.2844629822732012,0.8985507246376812
Ours,,,0.00091739517,PR,ours_full,Ours,0.2845223195661243,0.8985507246376812
Ours,,,0.0009178853,PR,ours_full,Ours,0.2845816816190277,0.8985507246376812
Ours,,,0.00091790233,PR,ours_full,Ours,0.2846410684474123,0.8985507246376812
Ours,,,0.00091816613,PR,ours_full,Ours,0.2847004800667919,0.8985507246376812
Ours,,,0.0009183783,PR,ours_full,Ours,0.2847599164926931,0.8985507246376812
Ours,,,0.00091933913,PR,ours_full,Ours,0.2848193777406557,0.8985507246376812
Ours,,,0.0009205768,PR,ours_full,Ours,0.2848788638262322,0.8985507246376812
Ours,,,0.00092072104,PR,ours_full,Ours,0.2849383747649885,0.8985507246376812
Ours,,,0.00092080707,PR,ours_full,Ours,0.2849979105725031,0.8985507246376812
Ours,,,0.0009210497,PR,ours_full,Ours,0.2850574712643678,0.8985507246376812
Ours,,,0.0009216773,PR,ours_full,Ours,0.2851170568561872,0.8985507246376812
Ours,,,0.0009219232,PR,ours_full,Ours,0.2851766673635793,0.8985507246376812
Ours,,,0.000922124,PR,ours_full,Ours,0.2852363028021748,0.8985507246376812
Ours,,,0.0009224535,PR,ours_full,Ours,0.2852959631876176,0.8985507246376812
Ours,,,0.0009226706,PR,ours_full,Ours,0.2853556485355648,0.8985507246376812
Ours,,,0.00092338334,PR,ours_full,Ours,0.2854153588616865,0.8985507246376812
Ours,,,0.0009236751,PR,ours_full,Ours,0.2854750941816659,0.8985507246376812
Ours,,,0.000923742,PR,ours_full,Ours,0.2855348545111995,0.8985507246376812
Ours,,,0.00092385284,PR,ours_full,Ours,0.2855946398659966,0.8985507246376812
Ours,,,0.0009243099,PR,ours_full,Ours,0.2856544502617801,0.8985507246376812
Ours,,,0.0009244463,PR,ours_full,Ours,0.2857142857142857,0.8985507246376812
Ours,,,0.00092464755,PR,ours_full,Ours,0.2857741462392625,0.8985507246376812
Ours,,,0.000925716,PR,ours_full,Ours,0.2858340318524727,0.8985507246376812
Ours,,,0.0009259608,PR,ours_full,Ours,0.2858939425696918,0.8985507246376812
Ours,,,0.0009261196,PR,ours_full,Ours,0.2859538784067086,0.8985507246376812
Ours,,,0.0009261849,PR,ours_full,Ours,0.2860138393793248,0.8985507246376812
Ours,,,0.0009263102,PR,ours_full,Ours,0.2860738255033557,0.8985507246376812
Ours,,,0.0009264691,PR,ours_full,Ours,0.2861338367946297,0.8985507246376812
Ours,,,0.0009267851,PR,ours_full,Ours,0.2861938732689886,0.8985507246376812
Ours,,,0.0009268408,PR,ours_full,Ours,0.2862539349422875,0.8985507246376812
Ours,,,0.00092687795,PR,ours_full,Ours,0.2863140218303946,0.8985507246376812
Ours,,,0.00092712214,PR,ours_full,Ours,0.2863741339491917,0.8985507246376812
Ours,,,0.0009282477,PR,ours_full,Ours,0.2864342713145737,0.8985507246376812
Ours,,,0.00092852465,PR,ours_full,Ours,0.286494433942449,0.8985507246376812
Ours,,,0.000928538,PR,ours_full,Ours,0.2865546218487395,0.8985507246376812
Ours,,,0.00092896394,PR,ours_full,Ours,0.2866148350493801,0.8985507246376812
Ours,,,0.0009296825,PR,ours_full,Ours,0.2864649012189996,0.8978919631093544
Ours,,,0.00092974806,PR,ours_full,Ours,0.2865251208745007,0.8978919631093544
Ours,,,0.0009305102,PR,ours_full,Ours,0.2865853658536585,0.8978919631093544
Ours,,,0.0009306397,PR,ours_full,Ours,0.28664563617245,0.8978919631093544
Ours,,,0.00093081046,PR,ours_full,Ours,0.2867059318468658,0.8978919631093544
Ours,,,0.00093106093,PR,ours_full,Ours,0.2867662528929097,0.8978919631093544
Ours,,,0.0009310627,PR,ours_full,Ours,0.2868265993265993,0.8978919631093544
Ours,,,0.0009312597,PR,ours_full,Ours,0.2868869711639655,0.8978919631093544
Ours,,,0.00093269825,PR,ours_full,Ours,0.2869473684210526,0.8978919631093544
Ours,,,0.0009327458,PR,ours_full,Ours,0.2870077911139187,0.8978919631093544
Ours,,,0.0009329525,PR,ours_full,Ours,0.2868576242628475,0.8972332015810277
Ours,,,0.00093300216,PR,ours_full,Ours,0.2869180535074784,0.8972332015810277
Ours,,,0.0009331747,PR,ours_full,Ours,0.2869785082174462,0.8972332015810277
Ours,,,0.00093322573,PR,ours_full,Ours,0.2870389884088514,0.8972332015810277
Ours,,,0.0009337706,PR,ours_full,Ours,0.2870994940978078,0.8972332015810277
Ours,,,0.0009345493,PR,ours_full,Ours,0.2871600253004427,0.8972332015810277
Ours,,,0.00093521166,PR,ours_full,Ours,0.2870097005482918,0.8965744400527009
Ours,,,0.00093563186,PR,ours_full,Ours,0.2870702383463404,0.8965744400527009
Ours,,,0.0009360991,PR,ours_full,Ours,0.2871308016877637,0.8965744400527009
Ours,,,0.0009361945,PR,ours_full,Ours,0.2871913905887318,0.8965744400527009
Ours,,,0.00093632477,PR,ours_full,Ours,0.2870409455466441,0.8959156785243741
Ours,,,0.00093665486,PR,ours_full,Ours,0.2871015410597424,0.8959156785243741
Ours,,,0.00093714497,PR,ours_full,Ours,0.2871621621621621,0.8959156785243741
Ours,,,0.00093750574,PR,ours_full,Ours,0.2872228088701161,0.8959156785243741
Ours,,,0.0009375982,PR,ours_full,Ours,0.287283481199831,0.8959156785243741
Ours,,,0.0009378935,PR,ours_full,Ours,0.287344179167547,0.8959156785243741
Ours,,,0.0009380706,PR,ours_full,Ours,0.2871935756551141,0.8952569169960475
Ours,,,0.00093818945,PR,ours_full,Ours,0.2872542802790108,0.8952569169960475
Ours,,,0.00093851745,PR,ours_full,Ours,0.2873150105708245,0.8952569169960475
Ours,,,0.0009385349,PR,ours_full,Ours,0.2873757665468386,0.8952569169960475
Ours,,,0.00093873753,PR,ours_full,Ours,0.2874365482233502,0.8952569169960475
Ours,,,0.0009391525,PR,ours_full,Ours,0.2874973556166701,0.8952569169960475
Ours,,,0.00093919376,PR,ours_full,Ours,0.2875581887431231,0.8952569169960475
Ours,,,0.000940597,PR,ours_full,Ours,0.2876190476190476,0.8952569169960475
Ours,,,0.0009406082,PR,ours_full,Ours,0.2876799322607959,0.8952569169960475
Ours,,,0.00094067457,PR,ours_full,Ours,0.2877408426847342,0.8952569169960475
Ours,,,0.000940955,PR,ours_full,Ours,0.2878017789072427,0.8952569169960475
Ours,,,0.0009410945,PR,ours_full,Ours,0.2878627409447151,0.8952569169960475
Ours,,,0.00094119046,PR,ours_full,Ours,0.2879237288135593,0.8952569169960475
Ours,,,0.00094159093,PR,ours_full,Ours,0.287984742530197,0.8952569169960475
Ours,,,0.000942779,PR,ours_full,Ours,0.288045782111064,0.8952569169960475
Ours,,,0.0009429327,PR,ours_full,Ours,0.2881068475726097,0.8952569169960475
Ours,,,0.00094306207,PR,ours_full,Ours,0.2881679389312977,0.8952569169960475
Ours,,,0.0009433945,PR,ours_full,Ours,0.2882290562036055,0.8952569169960475
Ours,,,0.00094373437,PR,ours_full,Ours,0.2882901994060246,0.8952569169960475
Ours,,,0.0009438377,PR,ours_full,Ours,0.2883513685550605,0.8952569169960475
Ours,,,0.0009439529,PR,ours_full,Ours,0.2884125636672326,0.8952569169960475
Ours,,,0.0009441373,PR,ours_full,Ours,0.2884737847590745,0.8952569169960475
Ours,,,0.000944467,PR,ours_full,Ours,0.2885350318471337,0.8952569169960475
Ours,,,0.00094468164,PR,ours_full,Ours,0.2885963049479719,0.8952569169960475
Ours,,,0.00094503997,PR,ours_full,Ours,0.2886576040781648,0.8952569169960475
Ours,,,0.00094568887,PR,ours_full,Ours,0.2887189292543021,0.8952569169960475
Ours,,,0.00094585243,PR,ours_full,Ours,0.2887802804929876,0.8952569169960475
Ours,,,0.00094599667,PR,ours_full,Ours,0.2888416578108395,0.8952569169960475
Ours,,,0.0009462229,PR,ours_full,Ours,0.2889030612244898,0.8952569169960475
Ours,,,0.00094697106,PR,ours_full,Ours,0.2887518605145652,0.8945981554677207
Ours,,,0.0009471343,PR,ours_full,Ours,0.2888132709485325,0.8945981554677207
Ours,,,0.0009473712,PR,ours_full,Ours,0.2888747075090406,0.8945981554677207
Ours,,,0.00094755593,PR,ours_full,Ours,0.2887234042553191,0.8939393939393939
Ours,,,0.0009481845,PR,ours_full,Ours,0.2887848478399659,0.8939393939393939
Ours,,,0.0009486602,PR,ours_full,Ours,0.2888463175819498,0.8939393939393939
Ours,,,0.0009492781,PR,ours_full,Ours,0.2889078134979774,0.8939393939393939
Ours,,,0.0009495147,PR,ours_full,Ours,0.28896933560477,0.8939393939393939
Ours,,,0.0009495215,PR,ours_full,Ours,0.2890308839190628,0.8939393939393939
Ours,,,0.0009495459,PR,ours_full,Ours,0.2890924584576054,0.8939393939393939
Ours,,,0.00095028535,PR,ours_full,Ours,0.2891540592371617,0.8939393939393939
Ours,,,0.00095039356,PR,ours_full,Ours,0.2892156862745098,0.8939393939393939
Ours,,,0.00095042435,PR,ours_full,Ours,0.2892773395864421,0.8939393939393939
Ours,,,0.0009512935,PR,ours_full,Ours,0.2893390191897654,0.8939393939393939
Ours,,,0.00095187605,PR,ours_full,Ours,0.2894007251013009,0.8939393939393939
Ours,,,0.0009519714,PR,ours_full,Ours,0.2894624573378839,0.8939393939393939
Ours,,,0.00095218816,PR,ours_full,Ours,0.2895242159163644,0.8939393939393939
Ours,,,0.00095346046,PR,ours_full,Ours,0.2895860008536065,0.8939393939393939
Ours,,,0.000953968,PR,ours_full,Ours,0.2894343649946638,0.8932806324110671
Ours,,,0.0009540025,PR,ours_full,Ours,0.2894961571306575,0.8932806324110671
Ours,,,0.00095423387,PR,ours_full,Ours,0.2893444373265001,0.8926218708827405
Ours,,,0.0009542889,PR,ours_full,Ours,0.2894062366510038,0.8926218708827405
Ours,,,0.0009544929,PR,ours_full,Ours,0.2894680623798333,0.8926218708827405
Ours,,,0.00095470995,PR,ours_full,Ours,0.2895299145299145,0.8926218708827405
Ours,,,0.00095509744,PR,ours_full,Ours,0.2895917931181876,0.8926218708827405
Ours,,,0.0009554006,PR,ours_full,Ours,0.2896536981616075,0.8926218708827405
Ours,,,0.0009556801,PR,ours_full,Ours,0.2897156296771435,0.8926218708827405
Ours,,,0.0009560051,PR,ours_full,Ours,0.2897775876817793,0.8926218708827405
Ours,,,0.0009566019,PR,ours_full,Ours,0.2896256684491978,0.8919631093544137
Ours,,,0.0009566493,PR,ours_full,Ours,0.2896876337184424,0.8919631093544137
Ours,,,0.00095696026,PR,ours_full,Ours,0.2897496255082388,0.8919631093544137
Ours,,,0.0009580431,PR,ours_full,Ours,0.289597602739726,0.8913043478260869
Ours,,,0.00095813343,PR,ours_full,Ours,0.2894455148790409,0.8906455862977603
Ours,,,0.0009584401,PR,ours_full,Ours,0.2895074946466809,0.8906455862977603
Ours,,,0.00095898827,PR,ours_full,Ours,0.2895695009638038,0.8906455862977603
Ours,,,0.0009595394,PR,ours_full,Ours,0.2896315338474721,0.8906455862977603
Ours,,,0.00095976837,PR,ours_full,Ours,0.2896935933147632,0.8906455862977603
Ours,,,0.0009600981,PR,ours_full,Ours,0.2895413630518645,0.8899868247694335
Ours,,,0.00096010906,PR,ours_full,Ours,0.2896034297963558,0.8899868247694335
Ours,,,0.00096012553,PR,ours_full,Ours,0.2896655231560892,0.8899868247694335
Ours,,,0.0009602106,PR,ours_full,Ours,0.2895131889341625,0.8893280632411067
Ours,,,0.0009603044,PR,ours_full,Ours,0.2895752895752895,0.8893280632411067
Ours,,,0.00096041657,PR,ours_full,Ours,0.289637416863334,0.8893280632411067
Ours,,,0.0009605624,PR,ours_full,Ours,0.2896995708154506,0.8893280632411067
Ours,,,0.00096063386,PR,ours_full,Ours,0.2895471131144022,0.88866930171278
Ours,,,0.0009607102,PR,ours_full,Ours,0.289609274366681,0.88866930171278
Ours,,,0.0009608608,PR,ours_full,Ours,0.2896714623147949,0.88866930171278
Ours,,,0.0009611113,PR,ours_full,Ours,0.289733676975945,0.88866930171278
Ours,,,0.00096132647,PR,ours_full,Ours,0.2897959183673469,0.88866930171278
Ours,,,0.000961342,PR,ours_full,Ours,0.2898581865062312,0.88866930171278
Ours,,,0.0009616013,PR,ours_full,Ours,0.289705566301311,0.8880105401844532
Ours,,,0.0009617021,PR,ours_full,Ours,0.2895528804815133,0.8873517786561265
Ours,,,0.00096183864,PR,ours_full,Ours,0.2896151365297785,0.8873517786561265
Ours,,,0.0009618515,PR,ours_full,Ours,0.2896774193548387,0.8873517786561265
Ours,,,0.0009632289,PR,ours_full,Ours,0.2897397289739729,0.8873517786561265
Ours,,,0.00096329907,PR,ours_full,Ours,0.289802065404475,0.8873517786561265
Ours,,,0.0009634693,PR,ours_full,Ours,0.289864428663654,0.8873517786561265
Ours,,,0.0009637375,PR,ours_full,Ours,0.2899268187688334,0.8873517786561265
Ours,,,0.0009640524,PR,ours_full,Ours,0.2899892357373519,0.8873517786561265
Ours,,,0.0009640998,PR,ours_full,Ours,0.2900516795865633,0.8873517786561265
Ours,,,0.00096420496,PR,ours_full,Ours,0.2901141503338358,0.8873517786561265
Ours,,,0.00096533634,PR,ours_full,Ours,0.2901766479965532,0.8873517786561265
Ours,,,0.00096548407,PR,ours_full,Ours,0.2902391725921138,0.8873517786561265
Ours,,,0.0009657605,PR,ours_full,Ours,0.290301724137931,0.8873517786561265
Ours,,,0.00096582074,PR,ours_full,Ours,0.2903643026514335,0.8873517786561265
Ours,,,0.00096588203,PR,ours_full,Ours,0.2904269081500646,0.8873517786561265
Ours,,,0.0009660333,PR,ours_full,Ours,0.2904895406512832,0.8873517786561265
Ours,,,0.000967056,PR,ours_full,Ours,0.2905522001725625,0.8873517786561265
Ours,,,0.0009671463,PR,ours_full,Ours,0.2906148867313916,0.8873517786561265
Ours,,,0.0009676154,PR,ours_full,Ours,0.290677600345274,0.8873517786561265
Ours,,,0.00096813415,PR,ours_full,Ours,0.2907403410317289,0.8873517786561265
Ours,,,0.00096818985,PR,ours_full,Ours,0.2908031088082901,0.8873517786561265
Ours,,,0.0009687459,PR,ours_full,Ours,0.290865903692507,0.8873517786561265
Ours,,,0.0009687602,PR,ours_full,Ours,0.2909287257019438,0.8873517786561265
Ours,,,0.0009689129,PR,ours_full,Ours,0.2909915748541801,0.8873517786561265
Ours,,,0.00096908427,PR,ours_full,Ours,0.2910544511668107,0.8873517786561265
Ours,,,0.0009692947,PR,ours_full,Ours,0.2911173546574454,0.8873517786561265
Ours,,,0.0009693132,PR,ours_full,Ours,0.2911802853437095,0.8873517786561265
Ours,,,0.0009694956,PR,ours_full,Ours,0.2912432432432432,0.8873517786561265
Ours,,,0.0009700648,PR,ours_full,Ours,0.2913062283737024,0.8873517786561265
Ours,,,0.00097043585,PR,ours_full,Ours,0.2913692407527579,0.8873517786561265
Ours,,,0.0009704923,PR,ours_full,Ours,0.291432280398096,0.8873517786561265
Ours,,,0.00097110926,PR,ours_full,Ours,0.2914953473274183,0.8873517786561265
Ours,,,0.00097133825,PR,ours_full,Ours,0.2915584415584416,0.8873517786561265
Ours,,,0.0009714206,PR,ours_full,Ours,0.291621563108898,0.8873517786561265
Ours,,,0.00097268715,PR,ours_full,Ours,0.2916847119965353,0.8873517786561265
Ours,,,0.0009728961,PR,ours_full,Ours,0.2915312973792506,0.8866930171277997
Ours,,,0.0009730208,PR,ours_full,Ours,0.2915944540727903,0.8866930171277997
Ours,,,0.000973541,PR,ours_full,Ours,0.2916576381365113,0.8866930171277997
Ours,,,0.0009735874,PR,ours_full,Ours,0.2917208495882098,0.8866930171277997
Ours,,,0.0009744709,PR,ours_full,Ours,0.2917840884456969,0.8866930171277997
Ours,,,0.00097507774,PR,ours_full,Ours,0.2918473547267997,0.8866930171277997
Ours,,,0.00097545824,PR,ours_full,Ours,0.2919106484493602,0.8866930171277997
Ours,,,0.00097548385,PR,ours_full,Ours,0.2919739696312364,0.8866930171277997
Ours,,,0.00097556936,PR,ours_full,Ours,0.2920373182903016,0.8866930171277997
Ours,,,0.0009764597,PR,ours_full,Ours,0.2921006944444444,0.8866930171277997
Ours,,,0.0009766156,PR,ours_full,Ours,0.2921640981115693,0.8866930171277997
Ours,,,0.0009769585,PR,ours_full,Ours,0.2922275293095961,0.8866930171277997
Ours,,,0.0009772255,PR,ours_full,Ours,0.2922909880564603,0.8866930171277997
Ours,,,0.0009772284,PR,ours_full,Ours,0.2923544743701129,0.8866930171277997
Ours,,,0.0009775204,PR,ours_full,Ours,0.2924179882685205,0.8866930171277997
Ours,,,0.0009784418,PR,ours_full,Ours,0.2924815297696653,0.8866930171277997
